0,1,2,3,4,5,6,7,8
A2470,ATTWOOD CORP,1016 N MONROE,LOWELL,"49331
KENT",View,,,
P0578,"CARIBBEAN POOL & FIBERGLASS PRODUCTS, INC.",300 LINCOLN LAKE AVENUE SE,LOWELL,"49331
KENT",View,View,,
U41144973,"CARIBBEAN POOL & FIBERGLASS PRODUCTS, INC.","300 LINCOLN LAKE AVE., SE",LOWELL,"49331
KENT",View,,,
U411809962 COMMERCIAL INPROVED,,312 E. MAIN ST SE,LOWELL,"49331
KENT",View,,,
P0479,COMPOSITECH,683 LINCOLN LAKE AVENUE SE,LOWELL,"49331
KENT",View,,,
U411909825 FORMER BOWNE CONSTRUCTION BUILDING,,2531 W. MAIN ST,LOWELL,"49331
KENT",View,,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,,,Other* ROP,PTI
N3605,KING MILLING CO,115 S BROADWAY,LOWELL,49331,KENT,View,,
P0375,LOWELL LIGHT & POWER (LL&P),625 CHATHAM STREET,LOWELL,49331,KENT,View,,View
N5329,MICHIGAN WIRE PROCESSING CO,138 WATER ST,LOWELL,49331,KENT,View,,
U411415555 PUR FORMS,,615 CHATHAM STREET,LOWELL,49331,KENT,View,,
A0169,BRADFORD WHITE CORPORATION,200  LAFAYETTE STREET,MIDDLEVILLE,49333,BARRY,View,,View
N7273,"EURO LIGHTING DESIGNS, INC.",945 GRAND RAPIDS ST.,MIDDLEVILLE,49333,BARRY,View,,View
U082103228 MIDDLEVILLE TOOL AND DIE CO.,,1900 PATTERSON ROAD,MIDDLEVILLE,49333,BARRY,View,,
N6652,"STONECO INC., SOUTH KENT GRAVEL",7555 WHITEFORD ROAD,OTTAWA LAKE,49333,MONROE,View,,
P0477,G-M WOOD PRDUCTS,531 CLAY STREET,NEWAYGO,49337,NEWAYGO,View,,
U621810212 GREAT LAKES ENERGY,,1 COOPERATIVE CENTER DR.,NEWAYGO,49337,NEWAYGO,View,,
N5056,MAGNA MIRRORS NORTH AMERICA,700 SOUTH INDUSTRIAL DRIVE,NEWAYGO,49337,NEWAYGO,View,View,
N7582,MICHIGAN AGRICULTURAL COMMODITIES,103 WATER ST,NEWAYGO,49337,NEWAYGO,View,,
F8470,SANDMOLD SYSTEMS,313 W STATE ROAD,NEWAYGO,49337,NEWAYGO,View,,View
U621703843 VELMA MATSON ELEMENTARY,,360 SOUTH MILL STREET,NEWAYGO,49337,NEWAYGO,View,,
N2804,CENTRAL SANITARY LANDFILL,21545 CANNONSVILLE RD,PIERSON,49339,MONTCALM,View,View,
N5101,"AGCO, INC",7389 COSTABELLA RD,REMUS,49340,MECOSTA,View,View,
N5223,BANDIT INDUSTRIES,6750 MILLBROOK RD,REMUS,49340,ISABELLA,View,,View
N8321,GINGRICH TIRE CENTER,102 S SHERIDAN ST,REMUS,49340,MECOSTA,,,View
N0849,LEPRINO FOODS,311 N SHERIDAN RD,REMUS,49340,MECOSTA,View,,View
P1023,TRELAN MANUFACTURING,498 EIGHT MILE ROAD,REMUS,49340,MECOSTA,View,,
U411702145 RESIDENCE,,645 ADA DR SE,ADA,49341,KENT,View,,
U412100317 SINGLE STORY HOUSE,,6890 15 MILE RD NE,CEDAR SPRINGS,49341,KENT,View,,
U411802366 COMMERCIAL BUILDING,,8451 BELDING ROAD,ROCKFORD,49341,KENT,View,,
N3009,ITW DAHTI SEATING,206 BYRNE INDUSTRIAL DRIVE,ROCKFORD,49341,KENT,View,,
N5240,KNAPE INDUSTRIES INC,10701 NORTHLAND DR,ROCKFORD,49341,KENT,View,,
N5839,MYRTLE PARK CREMATORIUM,9619 NORTHLAND DR NE,ROCKFORD,49341,KENT,View,,View
N2154,OAK HAVEN CREMATORIUM,10950 NORTHLAND DR,ROCKFORD,49341,KENT,View,,
U411703145 RESIDENCE,,3233 10 MILE ROAD,ROCKFORD,49341,KENT,View,,
P0602,CHERISHED MEMORIES PET CREMATION,15 4TH STREET,SAND LAKE,49343,KENT,View,,View
U031909080 BLASTEK LLC,,43 122ND AVE,SHELBYVILLE,49344,ALLEGAN,View,,
U411906087 ALTERNATIVE LAWN CARE,,11249 SPARTA AVENUE NW,SPARTA,49345,KENT,View,,
U411705789 COMERCIAL BUSINESS,,194 EAST DIVISION,SPARTA,49345,KENT,View,,
M3549,CONTINENTAL IDENTIFICATION PRODUCTS,140 E AVERILL ST,SPARTA,49345,KENT,View,,View
B1709,FEDERAL-MOGUL POWERTRAIN SYSTEMS,200 S MAPLE STREET,SPARTA,49345,KENT,View,,View
M3554,"GENERAL FORMULATIONS, INC.",320 S. UNION ST.,SPARTA,49345,KENT,View,,View
N7555,KOBER FARMS,8990 PEACH RIDGE,SPARTA,49345,KENT,View,,View
N3205,PS BUSINESS ACQUISITION,122 SOUTH ASPEN STREET,SPARTA,49345,KENT,View,,View
B8860,"TESA PLANT SPARTA, LLC",324 S UNION ST.,SPARTA,49345,KENT,View,,View
A2358,SPARTAN GRAPHICS,200 APPLEWOOD,SPARTA,49346,KENT,View,,
N7149,NESTLE WATERS NORTH AMERICA,19275 EIGHT MILE ROAD,STANWOOD,49346,MECOSTA,View,,
P0893,AMERICAN RACK COMPANY,1125 MORREN COURT,WAYLAND,49348,ALLEGAN,View,,View
U032003355 AUTUMN ACRES FARM,,4351 DIVISION STREET,WAYLAND,49348,ALLEGAN,View,,
N6012,"BAY VALLEY FOODS, LLC",652 W ELM ST,WAYLAND,49348,ALLEGAN,View,,
P1138,"BLACK GOLD TRANSPORT, INC.",4237 COMMERCE DRIVE,WAYLAND,49348,ALLEGAN,,,View
P1207,"BRIGHTMARK CROSSROADS RNG, LLC",86 141ST AVENUE,WAYLAND,49348,ALLEGAN,,,View
B7189,GOODALE ENTERPRISES WAYLAND FACILITY,S TENTH ST,WAYLAND,49348,ALLEGAN,View,,View
P0143,ROCKY-TOP SAND & GRAVEL LLC,91 141ST AVE,WAYLAND,49348,ALLEGAN,View,,View
P0401,SEBRIGHT PRODUCTS INC.,2631 12TH STREET,WAYLAND,49348,ALLEGAN,,,View
N5576,ANR PIPELINE CO. - GOODWELL COMPRESSOR STATION,6759  EAST FIVE MILE RD.,WHITE CLOUD,49349,NEWAYGO,View,View,
N8272,BENTEK INCORPORATED,19 NORTH CHARLES,WHITE CLOUD,49349,NEWAYGO,View,,View
B5777,"HARBISONWALKER INTERNATIONAL, INC.",1301 E 8TH ST,WHITE CLOUD,49349,NEWAYGO,View,,View
N7126,NEWAYGO COUNTY ANIMAL SHELTER,78 N WEBSTER,WHITE CLOUD,49349,NEWAYGO,View,,View
A2402,"ACCESS BUSINESS GROUP, LLC",7575 E FULTON RD,ADA,49355,KENT,View,View,
P0469,ACCESS BUSINESS GROUP-SPAULDING PLAZA,5101 SPAULDING PLAZA,ADA,49355,KENT,,,View
N1784,ADA COGENERATION LLC,7575 FULTON STREET EAST,ADA,49355,KENT,View,View,
U692105332 FORMER CLARK GAS STATION,,820 W MAIN,GAYLORD,49375,OTSEGO,View,,
N6573,NOVI CRUSHED CONCRETE,46900 WEST 12 MILE ROAD,NOVI,49377,OAKLAND,,,View
U701500129 ANTERIOR QUEST,,5224 RICH STREET,ALLENDALE,49401,OTTAWA,View,,
G7126,GRAND VALLEY STATE UNIVERSITY,123 SERVICE BUILDING,ALLENDALE,49401,OTTAWA,View,,View
N2085,LEPRINO FOODS CO.,4700 RICH ST,ALLENDALE,49401,OTTAWA,View,,View
N7838,JIM RASCH FARMS,490 DICKINSON ST,CONKLIN,49403,OTTAWA,,,View
N0952,ADEMA GENERATOR SERVICE,224 RANDALL ST,COOPERSVILLE,49404,OTTAWA,View,,
P1125,"BRIGHTMARK CASTOR RNG, LLC",18080 80TH AVENUE,COOPERSVILLE,49404,OTTAWA,,,View
N6929,CENTRAL MICHIGAN HARDWOODS,110 S 64TH AVE,COOPERSVILLE,49404,OTTAWA,View,,View
B7038,"CONTINENTAL DAIRY FACILITIES, LLC",999 WEST RANDALL STREET,COOPERSVILLE,49404,OTTAWA,View,,View
N5890,ENERGY DEVELOPMENTS COOPERSVILLE LLC,15362 68TH AVENUE,COOPERSVILLE,49404,OTTAWA,View,,
N3294,OTTAWA COUNTY FARMS LANDFILL,15550  68TH AVENUE,COOPERSVILLE,49404,OTTAWA,View,View,
N6851,PARKER EXCAVATING GRAVEL & RECYCLE INC,18686 68TH AVE,COOPERSVILLE,49404,OTTAWA,View,,View
U701601091 REEVES PLASTICS,,507 O'MALLEY DR.,COOPERSVILLE,49404,OTTAWA,View,,
N7544,OHH PORK LLC,6558 S. CUSTER RD.,CUSTER,49405,MASON,View,,View
N7473,OOMEN BROTHERS,2201 E SIPPY RD,CUSTER,49405,MASON,View,,View
N1263,DOUGLAS MARINE,6780 ENTERPRISE,DOUGLAS,49406,ALLEGAN,,,View
B2359,"CONAGRA FOODS PACKAGED FOODS, LLC",100 SHERMAN RD.,FENNVILLE,49408,ALLEGAN,View,,
B7778,"BUCKEYE TERMINALS, LLC - FERRYSBURG TERMINAL",17806 NORTH SHORE DRIVE,FERRYSBURG,49409,OTTAWA,View,,View
B6258,CITGO PETROLEUM CORP,524 THIRD ST,FERRYSBURG,49409,OTTAWA,View,,View
G6620,JOHNSTON BOILER CO,300 PINE,FERRYSBURG,49409,OTTAWA,View,,
U621804646 FLOR DRI SUPPLY CO INC.,,1556 LOCUST ST,FREMONT,49412,NEWAYGO,View,,
N8210,"GENERATE FREMONT DIGESTER, LLC",1634 LOCUST ST,FREMONT,49412,NEWAYGO,View,,View
A4338,GERBER PRODUCTS CO,405 STATE ST,FREMONT,49413,NEWAYGO,View,,View
B6261,BUSCHE ALUMINUM TECHNOLOGIES COMPANY,14638 APPLE DRIVE,FRUITPORT,49415,OTTAWA,View,,View
A4199,MODULAR SYSTEMS  INC,169 W PARK ST,FRUITPORT,49415,MUSKEGON,View,,
P1108,ASP PLATING COMPANY,211 NORTH GRIFFIN STREET,GRAND HAVEN,49417,OTTAWA,View,,
N5261,AUTOMATIC SPRING PRODUCTS CORP,803 TAYLOR,GRAND HAVEN,49417,OTTAWA,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
U701910182 BUILDING,,218 S HARBOR DR,GRAND HAVEN,"49417
OTTAWA",View,,,
N6524,DIESEL PLANT,518 S. HARBOR DR.,GRAND HAVEN,"49417
OTTAWA",View,,,
N1197,FINISH,1820 HAYES,GRAND HAVEN,"49417
OTTAWA",,View,,
B7242,GRAND HAVEN-SPRING LAKE SEWER AUTHORITY,1525 WASHINGTON ST.,GRAND HAVEN,"49417
OTTAWA",,View,,
N1547,GRAND TRANSFORMERS INC,1500 MARION AVE,GRAND HAVEN,"49417
OTTAWA",View,,,
A5827,HARBOR INDUSTRIES INC,14130 172ND ST,GRAND HAVEN,"49417
OTTAWA",View,,,
B1976,J.B. SIMS GENERATING STATION,1231 N. THIRD ST.,GRAND HAVEN,"49417
OTTAWA",View,View,,
N1818,JOST INTERNATIONAL,335 N. GRIFFIN ST.,GRAND HAVEN,"49417
OTTAWA",,View,,
N3283,"JOST INTERNATIONAL, CORP.",1770 HAYES RD,GRAND HAVEN,"49417
OTTAWA",View,View,,
N1948,MAGNA MIRRORS- SERVICE PARTS DIVISION,1800  HAYES ST.,GRAND HAVEN,"49417
OTTAWA",View,View,,
G7407,NORTH OTTAWA COMMUNITY HOSPITAL,1309 SHELDON ROAD,GRAND HAVEN,"49417
OTTAWA",View,,,
A5867,"POLYPLY COMPOSITES, LLC",1540 MARION STREET,GRAND HAVEN,"49417
OTTAWA",View,View,,
N2033,"PPG INDUSTRIES, INC.",1855  INDUSTRIAL DR.,GRAND HAVEN,"49417
OTTAWA",,View,,
N7385,"S&M GRAVEL, INC.",14408 108TH,GRAND HAVEN,"49417
OTTAWA",,View,,
N5687,SEAVER FINISHING,16900 HAYES ST,GRAND HAVEN,"49417
OTTAWA",View,View,,
B7352,SEAVER INDUSTRIAL FINISHING CO.,1645  MARION ST.,GRAND HAVEN,"49417
OTTAWA",View,View,,
N1185,SHAPE CORP,1900 HAYES STREET,GRAND HAVEN,"49417
OTTAWA",View,View,,
U701810359 SHAPE CORPORATION,,16344 COMSTOCK,GRAND HAVEN,"49417
OTTAWA",View,,,
U701810360 SHAPE CORPORATION,,14600 172ND AVE,GRAND HAVEN,"49417
OTTAWA",View,,,
U702100577 SINGLE FAMILY RESIDENCE,,10644 NORTH CEDAR DRIVE,GRAND HAVEN,"49417
OTTAWA",View,,,
N3401,SPI PHARMA,1711 TILES COURT,GRAND HAVEN,"49417
OTTAWA",View,,,
N2146,"WEST MICHIGAN MOLDING, INC.",1425 AERIAL VIEW DR,GRAND HAVEN,"49417
OTTAWA",View,View,,
B7152,WOLVERINE PIPELINE COMPANY,741 N 3RD ST,GRAND HAVEN,"49417
OTTAWA",,View,,
B1714,AUTOCAST INC,4565 SPARTAN INDUSTRIAL DRIVE SW,GRANDVILLE,"49418
KENT",,View,,
N7818,"BELWITH PRODUCTS, LLC",3100 BROADWAY AVE SW,GRANDVILLE,"49418
KENT",View,View,,
N6409,BUZZI UNICEN USA,3443 VIADUCT,GRANDVILLE,"49418
KENT",View,,,
U411413770 GRAND RAPIDS GRAVEL CO.,,2635 SANFORD AVE. SW,GRANDVILLE,"49418
KENT",View,,,
N1908,GRANDVILLE PRINTING COMPANY,4719 IVANREST AVE,GRANDVILLE,"49418
KENT",View,View,,
N7754,HARBOR FOAM,2950 PRAIRIE SW,GRANDVILLE,"49418
KENT",View,View View,,
B8887,HARLO CORPORATION,"4210 FERRY STREET, SW",GRANDVILLE,"49418
KENT",View,View,,
U411413707 KERKSTRA PRECAST,,3373 BUSCH DRIVE,GRANDVILLE,"49418
KENT",View,,,
B2561,PACKAGING CORPORATION OF AMERICA,3251 CHICAGO DR,GRANDVILLE,"49418
KENT",View,View,,
P0569,PADNOS GRANDVILLE RECYCLING,3485 VIADUCT STREET SW,GRANDVILLE,"49418
KENT",View,View,,
U41110470,PADNOS GRANDVILLE RECYCLING,3485 VIADUCT STREET SW,GRANDVILLE,"49418
KENT",View,,,
U411500631 RELIABLE AUTOMATION,,3434 BUSCH DRIVE,GRANDVILLE,"49418
KENT",View,,,
U411801192 RESIDENCE,,125 PORT SHELDON SW,GRANDVILLE,"49418
KENT",View,,,
N2399,"TOP GRADE AGGREGATES, LLC",2359 IVANREST AVE. SW,GRANDVILLE,"49418
KENT",View,View,,
U411414095 WELLER REMAN CENTER,,3181 BROADWAY,GRANDVILLE,"49418
KENT",View,,,
B4113,WYOMING CLEAN WATER PLANT,2350 IVANREST SW,WYOMING,"49418
KENT",,View,,
P0686,ADVANCED ARCHITECTUAL PRODUCTS,3393 S M-40,HAMILTON,"49419
ALLEGAN",View,View,,
U031510725 ADVANCED ARCHITECTURAL PRODUCTS,,3393 SOUTH M-40,HAMILTON,"49419
ALLEGAN",View,,,
N5574,ANR PIPELINE COMPANY - HAMILTON COMPRESSOR STATION,4193  134TH AVE,HAMILTON,"49419
ALLEGAN",View,View View,,
N5792,CONSUMERS ENERGY - OVERISEL COMPRESSOR STATION,4131 138TH AVE.,HAMILTON,"49419
ALLEGAN",View,View View,,
N0547,DARLING INGREDIENTS INC.,5900 OLD ALLEGAN RD,HAMILTON,"49419
ALLEGAN",View,View,,
U031510724 GREAT LAKES SUPERIOR WALL,,4555 134TH AVENUE,HAMILTON,"49419
ALLEGAN",View,,,
U031804896 M & C,,3244 LINCOLN RD,HAMILTON,"49419
ALLEGAN",View,,,
P0684,"TOP GRADE AGGREGATES, LLC",3407 58TH STREET,HAMILTON,"49419
ALLEGAN",View,View,,
"U031509374 TOP GRADE AGGREGATES, LLC",,3407 58TH STREET,HAMILTON,"49419
ALLEGAN",View,,,
P0527,CITY OF HART WASTEWATER TREATMENT PLANT,3 WATER STREET,HART,"49420
OCEANA",,View,,
N5518,GHSP HART PLASTICS,1500 INDUSTRIAL PARK DR,HART,"49420
OCEANA",View,,,
B6467,GRAY AND COMPANY,503 POLK RD,HART,"49420
OCEANA",View,,,
N7541,HIGH GRADE CONCRETE PRODUCTS,3653 N. STATE ST.,HART,"49420
OCEANA",View,View,,
B5453,COASTAL CONTAINER CORP,1201 INDUSTRIAL AVE,HOLLAND,"49422
ALLEGAN",View,View,,
EN7000008,LEMON FRESH LAUNDRY & DRYCLEANING,PO BOX 8053,HOLLAND,"49422
OTTAWA",View,,,
N8192,"REQUEST FOODS, INC.",3460 JOHN F DONNELLY DR,HOLLAND,"49422
OTTAWA",View,,,
B7098,TRENDWAY CORPORATION,13467 QUINCY STREET,HOLLAND,"49422
OTTAWA",View,View,,
N8267,MHA RECYCLING LLC,4365 EVANSTON AVE,MUSKEGON,"49422
MUSKEGON",View,View,,
P0147,ARCADIS,377 SOUTH RIVER AVE,HOLLAND,"49423
OTTAWA",,View,,
P0070,AT & T MICHIGAN,245 E 24TH ST,HOLLAND,"49423
OTTAWA",,View,,
B6260,BENTELER ALUMINIUM SYSTEMS,365 W 24TH ST,HOLLAND,"49423
OTTAWA",View,,,
N7761,BREWERS CITY DOCK,ACCROSS THE STREET FROM 24 PINE,HOLLAND,"49423
OTTAWA",,View,,
N3312,"BS&G RECYCLING, INC.",877 CHICAGO DR.,HOLLAND,"49423
OTTAWA",,View,,
U70080759,CHI,500 E. 8TH SUITE #1000,HOLLAND,"49423
OTTAWA",View,,,
P0194,CLARIOS APS PRODUCTION,MEADOWBROOK FACILITY,HOLLAND,"49423
ALLEGAN",View,View,,
U03143471,CODE BLUE,259 HEDCOR STREET,HOLLAND,"49423
ALLEGAN",View,,,
N3316,CROWN MOTORS LTD,196 REGENT BLVD,HOLLAND,"49423
ALLEGAN",View,,,
N1278,EDMAR MANUFACTURING INC.,1122 INDUSTRIAL AVENUE,HOLLAND,"49423
ALLEGAN",View,,,
P0085,FOCUS FINISHING,423 W 23RD ST,HOLLAND,"49423
OTTAWA",,View,,
B7186,HAWORTH INC,ONE  HAWORTH CENTER,HOLLAND,"49423
ALLEGAN","View
View",,,
N6000,HOLLAND BOARD OF PUBLIC WORKS,85 E SIXTH ST,HOLLAND,"49423
OTTAWA",View,View,,
P0465,HOLLAND BOARD OF PUBLIC WORKS-HOLLAND ENERGY PARK,1 ENERGY PARK WAY,HOLLAND,"49423
OTTAWA","View
View",,,
N2586,"HOLLAND BPW, 48TH STREET PEAKING STATION",491 E 48TH ST,HOLLAND,"49423
ALLEGAN","View
View",,,
B2357,"HOLLAND BPW, GENERATING STATION & WWTP",64  PINE AVE,HOLLAND,"49423
OTTAWA",View,,,
M3542,HOLLAND HOSPITAL,602 MICHIGAN AVE.,HOLLAND,"49423
OTTAWA",View,View,,
B6614,HOLLAND PANEL PRODUCTS,615 E 40TH ST,HOLLAND,"49423
ALLEGAN","View
View",,,
N1290,HOLLAND TERMINAL COMPANY,630 OTTAWA AVE,HOLLAND,"49423
OTTAWA",View,View,,
U031510723,ICON SHELTER,1455 LINCOLN AVENUE,HOLLAND,"49423
ALLEGAN",View,,,
B4045,KRAFT HEINZ FOODS COMPANY,431 W. SIXTEENTH ST.,HOLLAND,"49423
OTTAWA",View,View,,
U03132889,L & W ENGINEERING,808 E 32ND STREET,HOLLAND,"49423
ALLEGAN",View,,,
P0087,LG ENERGY SOLUTION MICHIGAN INC.,875 E 48TH ST (1 LG WAY),HOLLAND,"49423
ALLEGAN",View,View,,
B2751,MAGNA MIRRORS,414 E  40TH ST,HOLLAND,"49423
ALLEGAN",View,,,
EN0300003,MAPLEWOOD DRY CLEANERS,148 E 32ND ST,HOLLAND,"49423
ALLEGAN",View,,,
N7729,MICHIGAN WOOD FUELS LLC,1125 INDUSTRIAL AVE,HOLLAND,"49423
ALLEGAN",View,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
N5455,MOTUS INTEGRATED TECHNOLOGIES - MAPLEWOOD FACILITY,88 EAST 48TH STREET,HOLLAND,"49423
ALLEGAN",View,View,,
P0136,MULTI PACKAGING SOLUTIONS WESTROCK,79 CLOVER AVE,HOLLAND,"49423
OTTAWA",View,,,
N6195,OTTAWA GAGE INC,1271 LINCOLN AVE,HOLLAND,"49423
ALLEGAN",View,,,
B1982,PADNOS MANUFACTURING,185 W 8TH ST,HOLLAND,"49423
OTTAWA",View,View,,
U03144039,PARAMOUNT TOOL COMPANY,136 W. 64TH STREET,HOLLAND,"49423
ALLEGAN",View,,,
A5936,"SAF-HOLLAND, INC.",430 W 18TH ST,HOLLAND,"49423
OTTAWA",View,,,
B7711,SHERWIN-WILLIAMS COMPANY,636 EAST 40TH STREET,HOLLAND,"49423
ALLEGAN",View,View View,,
N5962,SIGNATURE CABINETRY AND MILLWORK,741 WAVERLY COURT,HOLLAND,"49423
ALLEGAN",View,,,
N8154,SOUTHSIDE BODY SHOP INC,A-5220 141ST AVE,HOLLAND,"49423
ALLEGAN",View,View,,
N3355,TECHNO-COAT INC.,861 EAST 40TH STREET,HOLLAND,"49423
ALLEGAN",,View,,
B6356,THE WORDEN GROUP,199 E. 17TH ST.,HOLLAND,"49423
OTTAWA",View,,,
B6619,TIARA YACHTS DIVISION OF S2 YACHTS,725 E. 40TH ST.,HOLLAND,"49423
ALLEGAN","View
View",,,
U701900936 WEST MICHIGAN UNIFORM,,407 W 17TH STREET,HOLLAND,"49423
OTTAWA",View,,,
P0663,WEST SHORE RECYCLING AND TRANSFER STATION LLC,4368 60TH STREET,HOLLAND,"49423
ALLEGAN",,View,,
N5214,WESTROCK,13 W 4TH ST,HOLLAND,"49423
OTTAWA",View,View,,
N2003,YANFENG US AUTOMOTIVE INTERIOR -SOUTHVIEW/PMSC/CW,1600 S. WASHINGTON AVE.,HOLLAND,"49423
ALLEGAN",View,View,,
N7640,ABCOR INDUSTRIES,4690 128TH AVE,HOLLAND,"49424
OTTAWA",,View,,
P0351,BLARNEY CASTLE OIL COMPANY - HOLLAND,12481 JAMES STREET,HOLLAND,"49424
OTTAWA",,View,,
N5797,"BOAR'S HEAD PROVISIONS CO., INC.",284 ROOST AVENUE,HOLLAND,"49424
OTTAWA",View,View,,
N6741,BODYCOTE,3270 JOHN F DONNELLY DR,HOLLAND,"49424
OTTAWA",View,,,
U031504849 CHEF CONTAINER,,4376 60TH ST.,HOLLAND,"49424
ALLEGAN",View,,,
N5883,"CHRISTENSEN FIBERGLASS, LLC",126 ANILINE AVE,HOLLAND,"49424
OTTAWA",View,View,,
N7144,CITY OF WYOMING,16700 NEW HOLLAND STREET,HOLLAND,"49424
OTTAWA",,View,,
N8147,CONNAN INC (CRUSHING FOR PFIZER),188 HOWARD AVE,HOLLAND,"49424
OTTAWA",,View,,
N7172,CRAFTWOOD INDUSTRIES,2530 KAMAR DRIVE,HOLLAND,"49424
OTTAWA",View,View,,
U701603340 DON MARIO'S BODY SHOP,,13535 NEW HOLLAND ST.,HOLLAND,"49424
OTTAWA",View,,,
N8344,EBW ELECTRONICS,13110 RANSOM ST,HOLLAND,"49424
OTTAWA",View,,,
N1228,EVOQUA WATER TECHNOLOGIES,2155 112TH ST,HOLLAND,"49424
OTTAWA",View,View,,
U70132926,FLEET REFINISHING WORKS,13080 NEW HOLLAND STREET,HOLLAND,"49424
OTTAWA",View,,,
N2748,GENTEX CORPORATION,11768 JAMES ST.,HOLLAND,"49424
OTTAWA",View,,,
N2330,GREAT LAKE WOODS INC,3303 JOHN F  DONNELLY DR,HOLLAND,"49424
OTTAWA",View,View,,
N7224,GREAT LAKES CASTINGS CORPORATION,12970 RANSOM,HOLLAND,"49424
OTTAWA",View,,,
N0667,JCI LAKEWOOD FACILITY,205  DOUGLAS AVE.,HOLLAND,"49424
OTTAWA",View,,,
U70080128,"K-LINE INDUSTRIES, INC",315 GARDEN AVENUE,HOLLAND,"49424
OTTAWA",View,,,
P0314,LAKE MICHIGAN CREMATORY INC.,166 FIFTH AVE,HOLLAND,"49424
OTTAWA",View,View,,
N3314,M.W. WATERMARK,4660 136TH AVE,HOLLAND,"49424
OTTAWA",View,,,
N1781,MAGNA MIRRORS CORPORATION,3575 128TH AVEUNE,HOLLAND,"49424
OTTAWA",View,View,,
B2331,MICHIGAN STATE UNIVERSITY - BIOECONOMY INSTITUTE,242 HOWARD AVENUE,HOLLAND,"49424
OTTAWA",View,View,,
A5948,MORSE HEMCO INC,455 DOUGLAS AVE,HOLLAND,"49424
OTTAWA",View,,,
U701700634 NELIS' DUTCH VILLAGE,,12350 JAMES STREET,HOLLAND,"49424
OTTAWA",View,,,
N5688,"PERRIGO HOLLAND, INC.",13295 REFLECTIONS DR,HOLLAND,"49424
OTTAWA",View,View,,
N5226,"QUINCY STREET, INC.",13350 QUINCY ST,HOLLAND,"49424
OTTAWA",,View,,
N5884,"RIVERSHORES BUILDING PRODUCTS, INC.",100 ANILINE AVE N,HOLLAND,"49424
OTTAWA",View,,,
U702001592 SIGNATURE CONCRETE LLC,,5180 CHRISTY LANE,HOLLAND,"49424
OTTAWA",View,,,
P0214,SPEEDWAY LLC (#3559),365 BUTTERNUT DR,HOLLAND,"49424
OTTAWA",,View,,
N6878,"T & T TOOLS, INC.",4470 128TH AVENUE,HOLLAND,"49424
OTTAWA",View,,,
U70080661,TENNANT,12875 RANSOM ST.,HOLLAND,"49424
OTTAWA",View,,,
N6531,"TRI-COUNTY RECYCLING, INC.",13664 ROCKY'S ROAD,HOLLAND,"49424
OTTAWA",View,,,
N6936,RIVERSHORES BUILDING PRODUCTS INC,6227 136TH AVE.,OLIVE TWP,"49424
OTTAWA",View,,,
U641807905 MM SAWMILL,,8613 184TH STREET,HOLTON,"49425
OCEANA",View,,,
U621907666 VOGEL ENGINEERING INC,,6688 MAPLE ISLAND RD.,HOLTON,"49425
NEWAYGO",View,,,
N7174,AMERICAN AUTOCOAT INC,3565 HIGHLAND DRIVE,HUDSONVILLE,"49426
OTTAWA",View,View,,
U702002028,JB CUSTOMZ,2414 CHICAGO DRIVE,HUDSONVILLE,"49426
OTTAWA",View,,,
P0791,LAKESHORE SAND LLC,3741 PERRY STREET,HUDSONVILLE,"49426
OTTAWA",View,View,,
U701806219 RM STORAGE,,2400 CHICAGO DRIVE,HUDSONVILLE,"49426
OTTAWA",View,,,
U702000600 SHELDON MEATS,,7405 PORT SHELDON STREET,HUDSONVILLE,"49426
OTTAWA",View,,,
N7756,CELLULOSE MATERIAL SOLUTIONS,2472 PORT SHELDON ST,JENISON,"49428
OTTAWA",,View,,
N7277,DEWITTS' AUTO SERVICE,425 BALDWIN ST.,JENISON,"49428
KENT",,View,,
N7509,NU-WOOL COMPANY INC,2472 PORT SHELDON ST,JENISON,"49428
OTTAWA",,View,,
N3687,"SERVISCREEN, INC.",0-1765 CHICAGO DRIVE,JENISON,"49428
OTTAWA",View,View,,
N0900,OMIMEX-MILLER & WIEZBOWSKI C4-13,"SE, NE, NE, T19N R18W, SEC 27",HAMLIN LAKE,"49431
MASON",View,,,
N1743,CAL-CHLOR,5379 WEST 6TH ST,LUDINGTON,"49431
MASON",,View,,
N1988,CARROM COMPANY,218 EAST DOWLAND STREET,LUDINGTON,"49431
MASON",View,,,
N2065,COMPONENT SERVICES,905 CONRAD INDL DR,LUDINGTON,"49431
MASON",View,,,
P0068,CONSUMERS ENERGY-LUDINGTON PUMPED STORAGE FACILITY,3525 SOUTH LAKESHORE DR,LUDINGTON,"49431
MASON",View,View,,
N3145,FLORACRAFT CORPORATION,ONE LONGFELLOW PLACE,LUDINGTON,"49431
MASON",View,View,,
U53143252,FORMER COVE OFFICE,906 E. LUDINGTON AVE,LUDINGTON,"49431
MASON",View,,,
U532001969 FORMER STIX BAR,,1963 N. LAKESHORE,LUDINGTON,"49431
MASON",View,,,
